|Urut Nasional|Urut Provinsi|NPSN|Kota/Kab.|Sekolah|Provinsi|Rerata|Tertinggi|Terendah|Std. Deviasi|Jenis
0|1|1|20109933|Kota Jakarta Timur|SMAN UNGGULAN M.H. THAMRIN|DKI Jakarta|601.683|653.223|516.063|286.2|SMA
1|2|1|20623314|Kota Tangerang Selatan|MAN INSAN CENDEKIA SERPONG|Banten|599.654|661.865|509.688|333.7|MA
2|3|1|10263538|Kab. Toba Samosir|SMAS UNGGUL DEL|Sumatera Utara|598.523|654.295|492.703|288.9|SMA
3|4|2|20102568|Kota Jakarta Selatan|SMAN 8 JAKARTA|DKI Jakarta|594.865|653.18|461.575|310.2|SMA
4|5|1|20532248|Kota Surabaya|SMAN 5 SURABAYA|Jawa Timur|594.605|675.373|476.443|319.1|SMA
5|6|3|20101306|Kota Jakarta Barat|SMAS 1 KRISTEN BPK PENABUR|DKI Jakarta|594.437|653.618|485.935|328.5|SMA
6|7|1|20219730|Kota Bandung|SMAS BPK 1 PENABUR BANDUNG|Jawa Barat|592.52|654.745|498.65|317.5|SMA
7|8|4|20104413|Kota Jakarta Barat|SMAS DIAN HARAPAN|DKI Jakarta|589.811|649.075|499.89|397.9|SMA
8|9|1|20403174|Kota Yogyakarta|SMAN 1 YOGYAKARTA|DI Yogyakarta|588.002|662.698|429.603|342.5|SMA
9|10|2|20532145|Kota Surabaya|SMA KATOLIK ST.LOUIS 1|Jawa Timur|587.81|651.863|511.763|317.3|SMA
10|11|1|30315142|Kab. Banjar|SMAN BANUA KAL SEL|Kalimantan Selatan|586.834|639.368|492.293|314.2|SMA
11|12|2|20403178|Kota Yogyakarta|SMAN 3 YOGYAKARTA|DI Yogyakarta|585.96|670.06|488.673|340.8|SMA
12|13|5|20107319|Kota Jakarta Selatan|SMAN 28 JAKARTA|DKI Jakarta|585.437|660.613|500.708|301.1|SMA
13|14|6|20103301|Kota Jakarta Timur|SMAN 81 JAKARTA|DKI Jakarta|585.048|656.79|460.648|350.6|SMA
14|15|3|20532136|Kota Surabaya|SMAS KRISTEN PETRA 2 SURABAYA|Jawa Timur|584.729|654.373|506.908|330.6|SMA
15|16|7|20100170|Kota Jakarta Pusat|SMAS KANISIUS JAKARTA|DKI Jakarta|584.684|647.395|506.95|328.8|SMA
16|17|2|20613520|Kota Tangerang Selatan|SMAS SANTA LAURENSIA|Banten|584.01|640.62|538.883|299.6|SMA
17|18|3|20403161|Kota Yogyakarta|SMAN 8 YOGYAKARTA|DI Yogyakarta|583.676|658.238|475.623|335.9|SMA
18|19|2|20219731|Kota Bandung|SMAS BINA BHAKTI 1|Jawa Barat|582.568|637.85|440.128|459.8|SMA
19|20|8|20110335|Kota Jakarta Utara|SMAS KRISTEN 6 PENABUR|DKI Jakarta|582.07|638.375|528.033|299.9|SMA
20|21|9|20100187|Kota Jakarta Pusat|SMAS KRISTEN 3 PENABUR JAKARTA|DKI Jakarta|581.589|646.3|520.143|308.4|SMA
21|22|10|20100601|Kota Jakarta Utara|SMAS KRISTEN 5 BPK PENABUR|DKI Jakarta|581.585|653.205|501.073|332.7|SMA
22|23|3|20219263|Kota Bandung|SMAS ALLOYSIUS 1|Jawa Barat|581.123|646.988|481.745|361.8|SMA
23|24|3|20603357|Kab. Tangerang|SMAS KRISTEN BPK PENABUR GADING SERPONG|Banten|580.709|641.455|448.723|330.5|SMA
24|25|11|20108383|Kota Jakarta Pusat|SMAS SANTA URSULA|DKI Jakarta|580.44|635.835|503.538|335.7|SMA
25|26|12|20109467|Kota Jakarta Barat|SMAS KRISTEN IPEKA PURI INDAH|DKI Jakarta|580.165|635.518|511.888|361.8|SMA
26|27|4|20603376|Kota Tangerang Selatan|SMAS SANTA URSULA BSD|Banten|579.837|660.42|486.9|337.3|SMA
27|28|13|20107313|Kota Jakarta Selatan|SMA LABSCHOOL KEBAYORAN|DKI Jakarta|579.|654.923|468.173|379.6|SMA
28|29|14|20102214|Kota Jakarta Selatan|SMAN 34 JAKARTA|DKI Jakarta|577.815|647.62|484.975|341.1|SMA
29|30|5|20616061|Kab. Tangerang|SMAS PAHOA|Banten|577.767|652.275|362.283|556.|SMA
30|31|4|20403177|Kota Yogyakarta|SMAN 2 YOGYAKARTA|DI Yogyakarta|577.078|653.543|488.73|317.|SMA
31|32|6|20616291|Kota Tangerang Selatan|SMAS ATHALIA|Banten|576.357|643.128|498.613|420.4|SMA
32|33|1|20328915|Kota Semarang|SMAS KOLESE LOYOLA|Jawa Tengah|576.114|655.025|498.55|315.|SMA
33|34|2|20328895|Kota Semarang|SMA NEGERI 03|Jawa Tengah|575.833|654.203|398.56|369.7|SMA
34|35|3|20327966|Kota Surakarta|SMAN 1 SURAKARTA|Jawa Tengah|575.671|651.775|490.413|331.7|SMA
35|36|1|60728785|Kab. Bone Bolango|MAN Insan Cendekia Gorontalo|Gorontalo|575.538|645.675|444.895|350.2|MA
36|37|4|69895400|Kota Bandung|SMA BPK PENABUR HOLIS|Jawa Barat|575.228|623.703|487.223|352.|SMA
37|38|7|69787002|Kota Tangerang|SMAK PENABUR KOTA TANGERANG|Banten|575.117|649.7|444.39|404.|SMA
38|39|5|20220342|Kota Bogor|SMAN 1 BOGOR|Jawa Barat|574.94|681.885|436.513|400.1|SMA
39|40|4|20533665|Kota Malang|SMAN 3|Jawa Timur|574.806|656.79|447.24|377.4|SMA
40|41|5|20403171|Kota Yogyakarta|SMAN 6 YOGYAKARTA|DI Yogyakarta|574.582|642.273|458.115|334.9|SMA
41|42|5|20533654|Kota Malang|SMAS K KOLESE ST YUSUP|Jawa Timur|574.527|650.7|432.91|398.2|SMA
42|43|15|20101622|Kota Jakarta Barat|SMAN 2 JAKARTA|DKI Jakarta|574.511|664.248|496.863|33.|SMA
43|44|16|20100199|Kota Jakarta Pusat|SMAN 68 JAKARTA|DKI Jakarta|573.89|641.048|442.178|347.5|SMA
44|45|4|69941723|Kab. Pekalongan|MAN INSAN CENDEKIA PEKALONGAN|Jawa Tengah|573.763|641.908|473.25|346.4|MA
45|46|17|20101588|Kota Jakarta Barat|SMAN 78 JAKARTA|DKI Jakarta|572.779|647.73|444.698|408.|SMA
46|47|6|20400405|Kab. Bantul|SMA NEGERI 1 BANTUL|DI Yogyakarta|572.747|646.158|484.05|323.8|SMA
47|48|18|20107383|Kota Jakarta Utara|SMAS KRISTEN IPEKA SUNTER|DKI Jakarta|572.583|645.29|499.42|372.7|SMA
48|49|6|20219327|Kota Bandung|SMAN 3 BANDUNG|Jawa Barat|572.43|652.558|442.395|398.5|SMA
49|50|19|20101305|Kota Jakarta Barat|SMAS 4 KRISTEN PENABUR|DKI Jakarta|572.404|630.775|452.77|334.8|SMA
50|51|7|20403162|Kota Yogyakarta|SMAN 9 YOGYAKARTA|DI Yogyakarta|572.032|638.053|479.125|302.|SMA
51|52|6|20532230|Kota Surabaya|SMAN 2 SURABAYA|Jawa Timur|571.169|661.545|440.665|337.1|SMA
52|53|7|20219266|Kota Bandung|SMAS ST ANGELA|Jawa Barat|571.101|650.665|482.46|375.|SMA
53|54|20|20103307|Kota Jakarta Timur|SMAN 61 JAKARTA|DKI Jakarta|571.055|640.77|495.153|327.4|SMA
54|55|21|20103314|Kota Jakarta Timur|SMAN 48 JAKARTA|DKI Jakarta|570.644|649.258|469.795|329.|SMA
55|56|2|10210848|Kota Medan|SMAS SUTOMO 1|Sumatera Utara|570.339|653.08|458.25|383.1|SMA
56|57|8|20253810|Kab. Bekasi|SMAS DON BOSCO III|Jawa Barat|569.568|655.768|471.948|459.2|SMA
57|58|7|20533660|Kota Malang|SMAN 1|Jawa Timur|569.392|652.298|433.745|363.1|SMA
58|59|1|11002581|Kota Batam|SMAS MAITREYAWIRA|Kepulauan Riau|569.272|631.865|462.405|402.6|SMA
59|60|22|20107299|Kota Jakarta Selatan|SMAS GONZAGA JAKARTA|DKI Jakarta|569.183|647.69|476.05|334.4|SMA
60|61|8|20580050|Kota Malang|MAN 2 KOTA MALANG|Jawa Timur|569.116|653.183|463.013|398.|MA
61|62|9|20523844|Kab. Jember|SMAN 1 JEMBER|Jawa Timur|568.997|657.398|447.745|354.9|SMA
62|63|8|20606507|Kab. Tangerang|SMAS UPH COLEGE|Banten|568.948|639.613|443.908|384.3|SMA
63|64|8|20403180|Kota Yogyakarta|SMAN 5 YOGYAKARTA|DI Yogyakarta|568.833|657.99|481.54|317.2|SMA
64|65|23|20100603|Kota Jakarta Utara|SMAS KRISTEN YUSUF|DKI Jakarta|568.783|624.578|497.348|314.2|SMA
65|66|9|20219728|Kota Bandung|SMAS BPK 2 PENABUR|Jawa Barat|568.477|662.103|479.185|336.1|SMA
66|67|9|20606853|Kota Tangerang|SMAN 1 TANGERANG|Banten|568.445|663.408|435.513|393.3|SMA
67|68|24|20104424|Kota Jakarta Barat|SMAS KRISTEN IPEKA TOMANG|DKI Jakarta|568.185|648.145|473.19|500.3|SMA
68|69|10|20501706|Kab. Sidoarjo|SMAN 1 SIDOARJO|Jawa Timur|568.181|658.918|443.898|390.7|SMA
69|70|25|20102218|Kota Jakarta Selatan|SMAN 26 JAKARTA|DKI Jakarta|568.055|643.668|459.855|351.1|SMA
70|71|10|20223020|Kota Bekasi|SMAN 1 BEKASI|Jawa Barat|567.88|649.868|407.148|432.7|SMA
71|72|10|20614920|Kota Tangerang Selatan|SMA BINA NUSANTARA SERPONG|Banten|567.455|632.378|512.265|329.4|SMA
72|73|1|10303611|Kota Padang Panjang|SMAN 1 PADANG PANJANG|Sumatera Barat|567.442|628.16|470.515|301.7|SMA
73|74|1|60724799|Kota Pekanbaru|SMAS DARMA YUDHA|Riau|567.388|642.878|483.663|465.6|SMA
74|75|5|20306202|Kab. Purworejo|SMAN 1 PURWOREJO|Jawa Tengah|567.344|655.28|463.9|343.|SMA
75|76|2|10310903|Kota Padang Panjang|SMAN 1 SUMATERA BARAT|Sumatera Barat|567.324|639.74|441.058|429.2|SMA
76|77|6|20309676|Kab. Klaten|SMAN 1 KLATEN|Jawa Tengah|567.303|657.055|458.18|329.8|SMA
77|78|26|20107304|Kota Jakarta Selatan|SMAS ISLAM AL-AZHAR 1 JAKARTA|DKI Jakarta|566.849|644.418|454.588|401.|SMA
78|79|27|20103228|Kota Jakarta Timur|SMAS KRISTEN 7 BPK PENABUR JAKARTA|DKI Jakarta|566.385|635.478|475.253|375.8|SMA
79|80|11|20223819|Kota Depok|SMAN 1 KOTA DEPOK|Jawa Barat|566.208|659.1|441.123|467.6|SMA
80|81|7|20305010|Kab. Kebumen|SMAN 1 KEBUMEN|Jawa Tengah|565.842|659.738|455.383|356.5|SMA
81|82|11|20500479|Kab. Gresik|SMAN 1 GRESIK|Jawa Timur|565.837|671.2|434.45|379.3|SMA
82|83|12|69873999|Kab. Bogor|SMA KRISTEN PENABUR KOTA WISATA|Jawa Barat|565.803|635.585|449.665|406.3|SMA
83|84|13|20219279|Kota Bandung|SMAS TRINITAS BANDUNG|Jawa Barat|565.798|619.14|477.695|320.9|SMA
84|85|8|20327563|Kota Magelang|SMAN 1 MAGELANG|Jawa Tengah|565.676|648.583|452.288|371.3|SMA
85|86|12|20532135|Kota Surabaya|SMAS KRISTEN PETRA 1|Jawa Timur|565.585|640.248|472.598|431.5|SMA
86|87|28|20103284|Kota Jakarta Timur|SMAN 14 JAKARTA|DKI Jakarta|565.317|662.005|456.63|371.3|SMA
87|88|29|20100799|Kota Jakarta Utara|SMAS SANTO YAKOBUS JAKARTA|DKI Jakarta|565.228|639.67|482.018|384.4|SMA
88|89|30|20101589|Kota Jakarta Barat|SMAN 65 JAKARTA|DKI Jakarta|564.86|653.158|476.03|319.1|SMA
89|90|14|20220343|Kota Bogor|SMAS REGINA PACIS|Jawa Barat|564.821|650.878|469.378|368.5|SMA
90|91|31|20102193|Kota Jakarta Selatan|SMAN 47 JAKARTA|DKI Jakarta|564.735|651.615|468.433|414.5|SMA
91|92|9|20402126|Kab. Gunung Kidul|SMAN 1 WONOSARI|DI Yogyakarta|564.457|664.065|478.393|330.5|SMA
92|93|9|20328867|Kota Semarang|SMA NEGERI 01|Jawa Tengah|564.32|644.303|463.573|368.6|SMA
93|94|10|20328447|Kota Salatiga|SMAN 1 SALATIGA|Jawa Tengah|563.852|654.025|461.338|353.7|SMA
94|95|15|20252198|Kab. Bandung|SMA TALENTA|Jawa Barat|563.837|640.425|498.82|358.9|SMA
95|96|13|20532237|Kota Surabaya|SMAN 15 SURABAYA|Jawa Timur|563.729|640.09|445.338|351.2|SMA
96|97|32|20103283|Kota Jakarta Timur|SMAN 21 JAKARTA|DKI Jakarta|563.109|652.515|468.29|353.|SMA
97|98|33|20102570|Kota Jakarta Selatan|SMAN 70 JAKARTA|DKI Jakarta|563.087|651.76|432.643|360.7|SMA
98|99|11|20613524|Kab. Tangerang|SMAS TARAKANITA GADING SERPONG|Banten|563.002|663.053|451.093|467.2|SMA
99|100|11|20321438|Kab. Temanggung|SMA NEGERI 1 TEMANGGUNG|Jawa Tengah|562.953|645.935|431.17|339.1|SMA
0|101|14|20504500|Kab. Bojonegoro|SMAN 1 BOJONEGORO|Jawa Timur|562.854|660.085|459.82|342.4|SMA
1|102|12|20308449|Kab. Boyolali|SMAN 1 BOYOLALI|Jawa Tengah|562.809|649.78|467.53|321.2|SMA
2|103|10|20400381|Kab. Bantul|SMA NEGERI 2 BANTUL|DI Yogyakarta|562.761|637.07|441.598|322.9|SMA
3|104|13|20327968|Kota Surakarta|SMAN 3 SURAKARTA|Jawa Tengah|562.506|645.483|458.27|342.9|SMA
4|105|16|20220332|Kota Bogor|SMAN 3 BOGOR|Jawa Barat|562.431|656.61|440.443|452.3|SMA
5|106|34|20112503|Kota Jakarta Pusat|SMAS K CALVIN|DKI Jakarta|562.359|616.565|505.793|308.7|SMA
6|107|11|20401145|Kab. Sleman|SMAN 1 KALASAN|DI Yogyakarta|562.218|640.578|476.618|316.1|SMA
7|108|3|10259371|Kota Medan|SMAS METHODIST 3 MEDAN|Sumatera Utara|562.217|653.503|463.61|448.4|SMA
8|109|15|20534124|Kota Madiun|SMAN 2 MADIUN|Jawa Timur|562.183|656.505|453.295|391.2|SMA
9|110|14|20307712|Kab. Magelang|SMAN 1 MUNTILAN|Jawa Tengah|561.635|650.77|445.238|307.9|SMA
10|111|12|20607805|Kab. Pandeglang|SMAN CMBBS|Banten|561.133|652.38|444.515|441.8|SMA
11|112|17|69986554|Kab. Bekasi|SMA KRISTEN PENABUR KOTA JABABEKA|Jawa Barat|560.911|662.763|480.158|479.6|SMA
12|113|35|20101332|Kota Jakarta Barat|SMAS BUNDA HATI KUDUS|DKI Jakarta|560.881|641.13|474.968|464.9|SMA
13|114|36|20100806|Kota Jakarta Utara|SMAN 13 JAKARTA|DKI Jakarta|560.701|655.478|458.44|335.4|SMA
14|115|13|20613477|Kota Tangerang Selatan|SMAN 2 KOTA TANGERANG SELATAN|Banten|560.653|646.883|408.78|429.2|SMA
15|116|1|10100170|Kab. Aceh Besar|SMA NEGERI MODAL BANGSA|Aceh|560.577|650.523|434.885|412.6|SMA
16|117|18|20247147|Kab. Sukabumi|SMAS PESANTREN UNGGUL AL BAYAN|Jawa Barat|560.563|638.003|473.783|347.|SMA
17|118|15|20329517|Kota Pekalongan|SMA Negeri 1 Pekalongan|Jawa Tengah|560.374|649.588|454.143|390.1|SMA
18|119|14|20615025|Kota Tangerang Selatan|SMAS PENABUR BINTARO|Banten|560.336|655.628|453.218|42.|SMA
19|120|16|20307644|Kab. Magelang|SMAS PANGUDI LUHUR VAN LITH|Jawa Tengah|560.084|644.373|472.008|379.3|SMA
20|121|16|20532131|Kota Surabaya|SMAS KATOLIK FRATERAN|Jawa Timur|559.81|641.34|440.473|477.7|SMA
21|122|37|20103296|Kota Jakarta Timur|SMAN 39 JAKARTA|DKI Jakarta|559.761|645.45|437.23|412.4|SMA
22|123|19|20222370|Kota Cirebon|SMA KRISTEN PENABUR CIREBON|Jawa Barat|559.515|652.195|455.208|516.8|SMA
23|124|12|20403170|Kota Yogyakarta|SMAN 7 YOGYAKARTA|DI Yogyakarta|559.444|634.395|453.358|312.7|SMA
24|125|13|20403176|Kota Yogyakarta|SMAN 11 YOGYAKARTA|DI Yogyakarta|558.943|634.45|455.79|327.8|SMA
25|126|17|20532260|Kota Surabaya|SMAN 6 SURABAYA|Jawa Timur|558.789|648.4|437.068|374.7|SMA
26|127|18|20532236|Kota Surabaya|SMAN 16 SURABAYA|Jawa Timur|558.709|635.298|421.46|361.7|SMA
27|128|17|20310417|Kab. Sukoharjo|SMAN 1 SUKOHARJO|Jawa Tengah|558.677|640.363|471.768|352.|SMA
28|129|20|20219326|Kota Bandung|SMAN 8 BANDUNG|Jawa Barat|558.553|662.048|409.045|469.3|SMA
29|130|38|20102592|Kota Jakarta Selatan|SMAN 49 JAKARTA|DKI Jakarta|558.552|652.77|472.508|322.9|SMA
30|131|21|20253599|Kota Bekasi|SMAS PENABUR|Jawa Barat|558.512|639.098|451.658|428.1|SMA
31|132|2|10404453|Kota Pekanbaru|SMAN PLUS PROP RIAU|Riau|558.172|625.848|450.275|407.9|SMA
32|133|19|20505009|Kab. Tuban|SMAN 1 TUBAN|Jawa Timur|558.029|654.888|426.805|386.8|SMA
33|134|20|20503414|Kab. Jombang|SMA NEGERI 2 JOMBANG|Jawa Timur|557.979|645.34|461.025|347.7|SMA
34|135|14|20402794|Kab. Kulon Progo|SMA NEGERI 1 WATES|DI Yogyakarta|557.896|639.915|463.888|329.1|SMA
35|136|18|20328896|Kota Semarang|SMA NEGERI 02|Jawa Tengah|557.888|650.133|464.108|320.1|SMA
36|137|3|10303461|Kota Padang|SMAN 1 PADANG|Sumatera Barat|557.793|640.753|447.488|397.6|SMA
37|138|22|20219262|Kota Bandung|SMAS ALLOYSIUS 2|Jawa Barat|557.758|632.815|493.09|378.7|SMA
38|139|3|69787182|Kab. Pelalawan|SMAS Mutiara Harapan|Riau|557.581|646.283|463.16|454.2|SMA
39|140|39|20103223|Kota Jakarta Timur|SMAS LABSCHOOL JAKARTA|DKI Jakarta|557.32|632.795|460.095|381.4|SMA
40|141|4|10303462|Kota Padang|SMAN 10 PADANG|Sumatera Barat|557.145|646.168|449.045|371.5|SMA
41|142|19|20327969|Kota Surakarta|SMAN 4 SURAKARTA|Jawa Tengah|557.128|654.04|443.423|354.5|SMA
42|143|20|20339021|Kab. Pati|SMA NEGERI 1 PATI|Jawa Tengah|557.049|641.023|446.335|358.2|SMA
43|144|15|20603377|Kota Tangerang Selatan|SMAS STELLA MARIS BSD|Banten|557.005|626.758|482.083|384.6|SMA
44|145|40|20102212|Kota Jakarta Selatan|SMAN 38 JAKARTA|DKI Jakarta|556.92|642.265|432.068|370.5|SMA
45|146|21|20328916|Kota Semarang|SMA KARANGTURI|Jawa Tengah|556.838|645.333|441.84|614.9|SMA
46|147|21|20532242|Kota Surabaya|SMAN 1 SURABAYA|Jawa Timur|556.822|638.313|441.87|354.6|SMA
47|148|22|69883214|Kab. Bojonegoro|SMA PLUS AR RAHMAT|Jawa Timur|556.666|641.738|488.595|399.3|SMA
48|149|1|50103124|Kota Denpasar|SMAN 4 DENPASAR|Bali|556.378|651.56|437.38|476.9|SMA
49|150|15|20401146|Kab. Sleman|SMAN 1 GODEAN|DI Yogyakarta|556.286|616.798|467.17|301.5|SMA
50|151|2|11002204|Kota Batam|SMAS KATOLIK YOS SUDARSO|Kepulauan Riau|556.109|626.438|477.558|380.8|SMA
51|152|41|20103256|Kota Jakarta Timur|SMAN 99 JAKARTA|DKI Jakarta|556.016|663.483|449.625|349.7|SMA
52|153|22|20302165|Kab. Banyumas|SMAN 2 PURWOKERTO|Jawa Tengah|555.946|650.855|444.093|348.8|SMA
53|154|23|20317494|Kab. Kudus|SMAN 1 KUDUS|Jawa Tengah|555.646|658.005|441.318|361.8|SMA
54|155|42|20103285|Kota Jakarta Timur|SMAN 12 JAKARTA|DKI Jakarta|555.493|646.853|436.77|363.8|SMA
55|156|5|69983368|Kab. Padang Pariaman|MAN INSAN CENDEKIA PADANG PARIAMAN|Sumatera Barat|555.457|614.77|441.983|374.9|MA
56|157|23|20534388|Kota Kediri|SMAN 2 KEDIRI|Jawa Timur|555.312|661.|440.143|392.2|SMA
57|158|43|20100201|Kota Jakarta Pusat|SMAN 77 JAKARTA|DKI Jakarta|555.254|648.113|451.753|363.8|SMA
58|159|44|20100198|Kota Jakarta Pusat|SMAS SANTA THERESIA JAKARTA|DKI Jakarta|555.181|625.683|448.983|375.7|SMA
59|160|4|10208520|Kab. Toba Samosir|SMAN 2 BALIGE|Sumatera Utara|555.143|650.86|439.283|399.8|SMA
60|161|1|69941607|Kab. Ogan Komering Ilir|MAN Insan Cendekia Oki|Sumatera Selatan|555.068|631.478|462.328|398.2|MA
61|162|16|20401161|Kab. Sleman|SMAN 1 DEPOK|DI Yogyakarta|554.776|656.353|474.023|335.7|SMA
62|163|45|20103303|Kota Jakarta Timur|SMAN 71 JAKARTA|DKI Jakarta|554.768|632.108|403.913|372.7|SMA
63|164|24|20328893|Kota Semarang|SMA NEGERI 05|Jawa Tengah|554.585|645.983|434.9|368.8|SMA
64|165|25|20302182|Kab. Banyumas|SMAN 1 PURWOKERTO|Jawa Tengah|554.285|665.403|403.438|389.9|SMA
65|166|23|20238524|Kota Bogor|SMK-SMAK BOGOR|Jawa Barat|554.109|638.585|453.08|365.9|SMK
66|167|5|10210836|Kota Medan|SMAS SUTOMO 2|Sumatera Utara|554.105|631.073|467.65|447.1|SMA
67|168|24|69870886|Kota Bekasi|SMA KRISTEN PENABUR SUMMARECON BEKASI|Jawa Barat|554.072|620.853|459.52|361.1|SMA
68|169|25|20223818|Kota Depok|SMAN 2 KOTA DEPOK|Jawa Barat|553.99|634.123|437.16|447.4|SMA
69|170|26|20312200|Kab. Karanganyar|SMAN 1 KARANGANYAR|Jawa Tengah|553.839|638.848|426.943|350.5|SMA
70|171|24|20533667|Kota Malang|SMAN 4|Jawa Timur|553.764|631.228|450.053|347.3|SMA
71|172|26|20219254|Kota Bandung|SMAN 2 BANDUNG|Jawa Barat|553.668|646.145|418.813|461.3|SMA
72|173|1|30105210|Kota Pontianak|SMAN 1 PONTIANAK|Kalimantan Barat|553.465|644.235|419.933|415.4|SMA
73|174|27|20328894|Kota Semarang|SMA NEGERI 04|Jawa Tengah|553.371|642.46|452.665|324.3|SMA
74|175|6|10211691|Kota Pematangsiantar|SMAS BUDI MULIA|Sumatera Utara|553.367|649.575|439.233|367.7|SMA
75|176|27|20223044|Kota Bekasi|SMAN 5 BEKASI|Jawa Barat|553.304|653.34|406.388|464.7|SMA
76|177|1|30401491|Kota Balikpapan|SMAN 1 BALIKPAPAN|Kalimantan Timur|553.297|641.24|415.458|430.6|SMA
77|178|25|20520820|Kab. Lumajang|SMAN 2 LUMAJANG|Jawa Timur|552.955|627.783|446.293|351.7|SMA
78|179|28|20200691|Kab. Bogor|SMAN 2 CIBINONG|Jawa Barat|552.257|646.905|441.833|383.4|SMA
79|180|28|20306171|Kab. Purworejo|SMAN 7 PURWOREJO|Jawa Tengah|552.206|628.793|478.545|318.7|SMA
80|181|29|20325299|Kab. Tegal|SMAN 1 SLAWI|Jawa Tengah|551.761|648.048|442.525|327.2|SMA
81|182|30|69760753|Kab. Klaten|SMAS IT IBNU ABBAS|Jawa Tengah|551.662|639.768|446.59|403.6|SMA
82|183|2|10504594|Kota Jambi|SMAS XAVERIUS 1|Jambi|551.45|658.893|437.073|513.7|SMA
83|184|29|20279931|Kab. Bandung Barat|SMAS AL-IRSYAD SATYA|Jawa Barat|551.448|653.553|463.065|457.7|SMA
84|185|17|20401124|Kab. Sleman|SMAN 1 SLEMAN|DI Yogyakarta|551.402|636.345|464.388|334.5|SMA
85|186|18|20403179|Kota Yogyakarta|SMAN 4 YOGYAKARTA|DI Yogyakarta|551.378|639.538|428.768|367.8|SMA
86|187|31|20303249|Kab. Purbalingga|SMAN 1 PURBALINGGA|Jawa Tengah|551.338|637.78|464.73|347.3|SMA
87|188|32|20320242|Kab. Semarang|SMA NEGERI 1 UNGARAN|Jawa Tengah|551.298|631.958|449.733|355.7|SMA
88|189|26|20535050|Kota Blitar|SMAN 1 BLITAR|Jawa Timur|551.117|644.525|426.34|427.7|SMA
89|190|33|20306807|Kab. Wonosobo|SMA NEGERI 1 WONOSOBO|Jawa Tengah|550.982|635.863|425.06|343.2|SMA
90|191|19|20403175|Kota Yogyakarta|SMAN 10 YOGYAKARTA|DI Yogyakarta|550.978|617.193|472.93|297.4|SMA
91|192|2|50100337|Kab. Buleleng|SMAN 1 SINGARAJA|Bali|550.977|647.623|456.27|402.1|SMA
92|193|20|20401156|Kab. Sleman|SMAS KOLESE DE BRITTO DEPOK|DI Yogyakarta|550.933|631.785|466.948|375.7|SMA
93|194|46|20104432|Kota Jakarta Barat|SMAS KATOLIK SANG TIMUR|DKI Jakarta|550.735|636.038|453.533|461.9|SMA
94|195|27|20511965|Kab. Kediri|SMAN 2 PARE|Jawa Timur|550.718|622.568|447.2|34.|SMA
95|196|30|20219248|Kota Bandung|SMAN 24 BANDUNG|Jawa Barat|550.714|653.895|419.303|448.4|SMA
96|197|47|20101626|Kota Jakarta Barat|SMAN 112 JAKARTA|DKI Jakarta|550.624|630.878|449.703|348.9|SMA
97|198|2|69856916|Kota Palembang|SMA IGNATIUS GLOBAL SCHOOL (IGS) PALEMBANG|Sumatera Selatan|550.562|632.925|448.868|465.4|SMA
98|199|31|20219309|Kota Bandung|SMAN 5 BANDUNG|Jawa Barat|550.431|647.043|423.403|456.1|SMA
99|200|32|20219269|Kota Bandung|SMAS TARUNA BAKTI|Jawa Barat|550.232|645.05|450.225|385.2|SMA
0|201|34|69859366|Kota Semarang|SMKN JATENG DI SEMARANG|Jawa Tengah|549.946|603.933|472.91|336.7|SMK
1|202|6|10304887|Kab. Agam|SMA NEGERI AGAM CENDEKIA|Sumatera Barat|549.634|618.148|462.85|317.9|SMA
2|203|3|10507942|Kab. Muaro Jambi|MAN INSAN CENDEKIA JAMBI|Jambi|549.499|639.245|464.45|429.4|MA
3|204|28|20533635|Kota Malang|SMAS KATOLIK ST ALBERTUS|Jawa Timur|549.435|647.118|448.003|379.2|SMA
4|205|4|10404019|Kota Pekanbaru|SMA NEGERI 8 PEKANBARU|Riau|549.407|641.425|439.18|443.4|SMA
5|206|3|10648016|Kota Palembang|SMAN SUMATERA SELATAN|Sumatera Selatan|549.272|631.025|453.313|387.4|SMA
6|207|4|10609704|Kota Palembang|SMA XAVERIUS 01 PALEMBANG|Sumatera Selatan|549.163|648.293|428.95|467.5|SMA
7|208|7|10307523|Kota Bukittinggi|SMAN 1 BUKITTINGGI|Sumatera Barat|549.02|629.593|435.213|389.7|SMA
8|209|35|20300617|Kab. Cilacap|SMA NEGERI 1 CILACAP|Jawa Tengah|548.896|621.385|463.503|348.6|SMA
9|210|21|20409906|Kab. Bantul|SMA KESATUAN BANGSA|DI Yogyakarta|548.874|653.19|421.183|435.8|SMA
10|211|33|20277085|Kota Bandung|MAS ZAKARIA|Jawa Barat|548.865|632.935|461.473|396.7|MA
11|212|22|20403375|Kota Yogyakarta|MAN 1 YOGYAKARTA|DI Yogyakarta|548.767|634.518|466.998|338.4|MA
12|213|29|69727602|Kota Batu|SMAS AL-IZZAH BATU|Jawa Timur|548.767|636.908|457.51|379.9|SMA
13|214|34|20229157|Kota Depok|SMAS ISLAM TERPADU NURUL FIKRI|Jawa Barat|548.662|642.465|454.873|368.6|SMA
14|215|35|20219791|Kota Bandung|SMAS YAHYA|Jawa Barat|548.41|619.768|455.455|417.7|SMA
15|216|48|20101620|Kota Jakarta Barat|SMAN 33 JAKARTA|DKI Jakarta|548.344|644.813|456.295|376.6|SMA
